UWI,lifetime_start,lifetime_end,FAILSTART,FAILURETYPE,H2S_CONCENTRATION,StrokeLength,gas_anchor_length,MAX_INCLINATION,wellbore_category,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,AVG_WATERSG,rod_sinker_type,rod_has_guides,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,ENDURALLOY_LENGTH,NIPPLE_SET_DEPTH,pump_bore
207-54-2233,30:00.0,37:11.3,,,0,144,20.05,1.54,Vertical,80.035355,90.250475,90.206033,-0.101019,86.520498,36.68045,123.200948,1.04,SLICK_SINKER_BARS,FALSE,64.73,58.06,64.73,0,10357.7,1.75
600-97-4901,00:00.0,00:00.0,,,0,144,17.51,1.88,Vertical,,38.456987,712.376603,673.919615,41.497935,36.131731,77.861484,,SLICK_SINKER_BARS,FALSE,103.79,56.73,103.79,0,10100.4,1.5
169-36-2624,39:00.0,00:00.0,18:00.0,Tubing,0,144.1916405,20,2.2,Vertical,,87.831135,153.08971,65.258575,109.356201,49.432718,158.788918,1.2,SLICK_SINKER_BARS,FALSE,161.69,161.69,161.69,0,9860.5,1.75
860-23-4519,00:00.0,00:00.0,51:00.0,Sucker Rod Pump,0,168,20.7,2.27,Vertical,,68.199987,82.167883,13.967896,62.408469,18.389334,80.797803,1.04,SLICK_SINKER_BARS,FALSE,179.07,179.07,179.07,0,10327.9,1.5
853-24-9157,00:00.0,30:00.0,00:00.0,Tubing,0,144,19.11,3.03,Vertical,,95.495,108.65,13.155,68.763761,57.316514,126.080275,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,10159.6,1.5
074-83-1539,30:00.0,00:00.0,00:00.0,Tubing,8,168.2599945,2.94,7.65,LowTangent,102.571772,318.637125,117.764375,-200.87275,211.651583,127.745875,339.397458,1.166923,SINKER_BARS_W_GUIDED_SUBS,TRUE,261.88,261.88,124.34,349.26,9803,1.75
348-74-1172,00:00.0,37:11.3,,,0,112,20.5,1.46,Vertical,35.337378,31.773051,36.028607,4.255556,15.250372,1.969331,17.219703,1.2,SLICK_SINKER_BARS,FALSE,117.14,117.14,117.14,0,9662.1,1.25
854-92-6617,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.23,5.41,LowTangent,67.871104,75.913856,99.792026,23.837516,97.199357,61.498392,158.697749,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9099.2,2
368-86-9975,00:00.0,00:00.0,,,1,144.0399933,17.19,5,LowTangent,73.438256,94.015314,142.365271,50.164795,69.62572,26.126815,95.752535,1.04,SUCKER_RODS_W_GUIDES,TRUE,308.2,308.2,165.07,0,9541.5,1.75
289-32-8553,00:00.0,36:00.0,13:00.0,Tubing,0,144,19.25,1.75,Vertical,,82.652656,94.094896,11.44224,141.020499,30.983982,172.029274,1.04,SLICK_SINKER_BARS,FALSE,71.67,71.67,71.67,0,9877.2,1.5
473-26-7206,30:00.0,00:00.0,00:00.0,Tubing,0,144.0399933,19.98,3.2,Vertical,67.912635,89.35227,170.950482,83.325697,118.245509,149.520958,267.766467,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,257.78,257.78,257.78,322.81,10489.3,1.5
241-68-6292,00:00.0,00:00.0,20:00.0,Tubing,0,145.5,17.12,7.27,LowTangent,49.437098,87.519877,119.632159,33.804266,51.673155,25.068064,76.74122,1.04,SLICK_SINKER_BARS,FALSE,141.61,95.74,141.61,218.58,10148.9,1.5
644-51-4651,00:00.0,37:11.3,,,0,144,19.22,2.16,Vertical,53.766213,119.864631,59.808083,-60.297924,80.043497,50.877088,130.920585,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9893.4,1.5
362-99-6974,00:00.0,00:00.0,,,0,144,0,2.2,Vertical,,,,,,,,,SLICK_SINKER_BARS,FALSE,,,,0,9092.6,1.5
380-58-1316,00:00.0,37:11.3,,,0,168.2599945,20.72,36.37,OffLease,83.587023,88.120652,80.90962,-7.135566,59.980767,50.397705,110.378473,1.04,UNKNOWN,TRUE,,,,255.97,11980.1,1.25
065-61-0852,00:00.0,00:00.0,00:00.0,Tubing,0,144,17.12,7.2,LowTangent,48.193484,44.498548,113.674728,68.374754,64.930328,22.844262,87.77459,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,334.22,334.22,98.6,0,10031.4,1.75
519-15-0669,00:00.0,37:11.3,,,0,144.0399933,17.19,,Vertical,66.534783,74.016522,168.2756,149.655517,73.384667,28.954667,102.339333,1.04,SUCKER_RODS_W_GUIDES,FALSE,,,,261.76,9713.6,1.5
276-59-8249,30:00.0,37:11.3,,,0,144.1999969,20.73,3.16,Vertical,61.533226,75.034032,59.030161,-11.624127,47.086667,24.884444,71.971111,1.04,SLICK_SINKER_BARS,FALSE,59.03,47.72,59.03,63.88,10642.5,1.25
641-71-5464,00:00.0,00:00.0,00:00.0,Tubing,0,144,19.3,2.1,Vertical,,23.807813,42.586,18.778188,10.816375,10.667688,21.484063,,SLICK_SINKER_BARS,TRUE,83.65,70.46,83.65,0,10179.6,1.25
465-04-0106,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.75,2.3,Vertical,,63.055336,52.976285,-10.079051,97.937233,68.329605,166.266838,,SLICK_SINKER_BARS,FALSE,168.15,155.19,168.15,0,10039.6,1.5
641-71-5464,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,119.1900181,17.14,2.1,Vertical,19.91801,38.743964,136.508589,96.448623,92.805855,30.432974,123.238829,1.2,SLICK_SINKER_BARS,FALSE,78.16,63.28,78.16,0,10019.1,1.75
541-67-8163,00:00.0,30:00.0,00:00.0,Tubing,4,144,17.11,1.6,Vertical,64.088822,76.874007,94.585686,17.673162,73.362993,24.439129,97.802122,1.087479,SLICK_SINKER_BARS,FALSE,132.57,132.57,132.57,0,9621.3,1.75
599-81-0130,00:00.0,30:00.0,00:00.0,Sucker Rod Pump,0,144,19.25,5.63,LowTangent,64.821731,65.964194,84.031387,17.593419,59.926518,22.198083,82.124601,1.04,SLICK_SINKER_BARS,FALSE,114.28,114.28,114.28,0,9581.2,1.5
603-13-4009,00:00.0,00:00.0,00:00.0,Tubing,0,169.4299927,17.11,7.3,LowTangent,89.497774,217.131263,253.949331,47.003555,97.077076,133.373422,230.450498,1.04,SLICK_SINKER_BARS,FALSE,248.72,248.72,248.72,326.74,9752,2
549-66-2141,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,30,1.3,Vertical,,53.327465,84.049296,30.721831,97.561725,65.277007,162.838732,,SLICK_SINKER_BARS,FALSE,96.7,96.7,96.7,0,10271,1.75
782-14-2769,45:00.0,14:00.0,45:00.0,Rods,0,144,17.11,26.7,OffLease,61.669623,66.31297,270.848911,197.310189,75.735849,49.726415,125.462264,,UNKNOWN,FALSE,670.24,670.24,670.24,0,11019.3,1.5
804-17-6321,00:00.0,37:11.3,,,0,168.0200043,20.77,3,Vertical,57.406364,82.786154,74.931296,19.029091,88.277818,75.892182,164.17,1.19,UNKNOWN,FALSE,187.98,187.98,187.98,0,9471.9,1.5
237-05-0562,07:00.0,37:11.3,,,0,144.0399933,2.95,2.7,Vertical,59.013109,112.21934,62.281988,-50.411815,36.036801,42.190575,78.227376,1.04,SLICK_SINKER_BARS,FALSE,96.67,50.13,96.67,452.13,8983.4,Other
782-14-2769,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.79,26.7,OffLease,,72.859195,187.626437,114.767241,69.215517,43.893678,113.109195,,UNKNOWN,TRUE,641.07,641.07,641.07,0,11026.7,1.5
459-78-7010,00:00.0,30:00.0,00:00.0,Tubing,4,169.4298812,17.17,14.47,HighTangent,92.776617,99.167756,110.738066,10.681166,69.986076,41.461675,111.44775,1.04,SLICK_SINKER_BARS,FALSE,459.58,459.58,459.58,0,10175.5,1.75
383-29-3922,00:00.0,00:00.0,00:00.0,Tubing,0,169.4299927,17.13,7.16,LowTangent,37.973095,57.626565,119.956973,61.09897,67.415282,32.249169,99.664452,1.04,SLICK_SINKER_BARS,TRUE,211.27,211.27,174.51,0,9239.9,1.75
336-88-0341,00:00.0,37:11.3,,,0,144.0399933,17.1,1.99,Vertical,74.291915,75.897334,97.370713,21.473379,67.284188,26.45565,93.739838,1.04,SUCKER_RODS_W_GUIDES,TRUE,126.18,126.18,90.22,0,9094.8,1.75
501-28-6968,00:00.0,00:00.0,00:00.0,Tubing,0,144.0397056,17.58,2.5,Vertical,47.719081,88.75,116.905,21.301949,100.190647,39.507194,139.697842,,SINKER_BARS_W_GUIDED_SUBS,FALSE,143.92,143.92,143.92,0,10047,1.75
069-03-2427,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.77,1.33,Vertical,,73.597765,125.111732,51.513966,109.846145,43.450056,153.296201,,SLICK_SINKER_BARS,FALSE,,,,0,9932,1.5
623-79-6761,00:00.0,00:00.0,00:00.0,Tubing,0,144.1999969,19.24,1.59,Vertical,26.593237,103.178018,119.408355,8.041391,28.044437,19.250116,47.294553,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,77.76,31.7,77.76,0,10076.1,1.5
599-81-0130,00:00.0,00:00.0,09:00.0,Tubing,0,144,20.06,5.63,LowTangent,,70.848485,95.291394,24.442909,134.121212,70.394485,204.515697,,SLICK_SINKER_BARS,FALSE,112.2,112.2,112.2,0,9724.5,1.5
772-12-3091,00:00.0,37:11.3,,,0,144,19.24,2.4,Vertical,52.272057,82.933747,107.620883,24.687136,61.149499,13.878258,75.027757,1.04,SLICK_SINKER_BARS,TRUE,83.31,83.31,57.8,0,9945.6,1.5
534-04-5969,30:00.0,00:00.0,29:00.0,Tubing,0,168.2599945,20.7,15.05,HighTangent,70.393271,114.745731,282.908106,169.223446,193.13806,242.067164,435.205224,1.04,SLICK_SINKER_BARS,TRUE,,,,255.87,9520.9,Other
065-33-8926,00:00.0,37:11.3,,,0,169.4299927,17.16,6.28,LowTangent,67.394554,76.555621,90.982369,14.363272,114.285312,33.954913,148.240225,1.04,SLICK_SINKER_BARS,FALSE,,,,129.19,9992,1.75
427-18-9490,00:00.0,00:00.0,00:00.0,Tubing,32,145.5,17.13,2.47,Vertical,55.407532,140.931067,203.796933,61.273117,160.993031,50.038328,211.031359,1.04,SLICK_SINKER_BARS,FALSE,131.05,42.05,131.05,126.59,9552.3,1.75
744-65-7402,00:00.0,37:11.3,,,0,149,17.2,2,Vertical,40.922315,37.478302,38.956649,1.478348,24.700156,3.076118,27.776274,1.2,SLICK_SINKER_BARS,FALSE,96.79,96.79,96.79,0,9188.5,1.25
827-97-0623,00:00.0,37:11.3,,,0,144,20.7,2,Vertical,64.133466,69.021986,24.02083,-45.001155,69.73296,54.178014,123.910975,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,217.63,217.63,217.63,0,9806.2,1.75
169-60-4248,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.26,1.5,Vertical,,72.705382,50.706215,-21.855524,61.142006,8.021356,69.163362,,SLICK_SINKER_BARS,FALSE,91.56,76.7,91.56,0,10259.4,1.75
782-11-5412,00:00.0,37:11.3,,,0,168.2599945,21.24,10.08,HighTangent,75.945205,95.148521,137.676845,42.468509,211.442697,113.849157,325.291854,1.04,SLICK_SINKER_BARS,TRUE,,,,0,9782.3,1.75
740-57-3908,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.46,2.44,Vertical,,30.45873,32.649106,2.190376,18.986077,1.864132,20.85062,,SLICK_SINKER_BARS,FALSE,,,,0,9856.5,1.25
701-80-5897,30:00.0,00:00.0,31:00.0,Sucker Rod Pump,0,144,17.56,4.92,LowTangent,11.67962,216.868397,192.219872,-24.045535,6.050314,5.264151,11.314465,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,155.73,155.73,155.73,0,9856.4,1.75
342-08-8335,46:00.0,37:11.3,,,0,144,19.24,1.75,Vertical,58.928787,67.273577,88.474351,21.025511,58.214593,8.990104,67.204697,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9877.7,1.5
222-83-8126,00:00.0,37:11.3,,,0,169.4299927,17.13,15.05,HighTangent,131.454545,141.475455,129.678182,-11.797273,128.229545,155.556818,283.786364,1.04,SLICK_SINKER_BARS,FALSE,,,,0,9603.8,1.75
500-66-4618,00:00.0,00:00.0,,,0,144,17.18,1.52,Vertical,,91.345769,135.615256,44.269487,169.038312,55.733718,224.514416,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9640.8,1.5
290-23-9957,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.72,2.58,Vertical,,87.99797,127.370099,39.372129,118.955455,34.4733,153.388215,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,116.35,116.35,116.35,0,10232.6,1.5
241-68-6292,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,145.5,17.12,7.27,LowTangent,,,,,0,0,0,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,218.58,10148.9,1.5
629-30-1499,30:00.0,15:00.0,,,15,144,17.12,1.62,Vertical,33.540995,234.393315,340.012608,106.298602,40.199648,23.660066,63.859714,1.2,SLICK_SINKER_BARS,FALSE,86.67,86.67,86.67,0,8507.3,1.75
156-12-1829,30:00.0,37:11.3,,,0,168.0200043,31.9,9.41,LowTangent,4.875455,,5.63,3.755,19.281818,12.363636,31.645455,,UNKNOWN,TRUE,,,,0,9573.3,2
610-57-8742,00:00.0,53:00.0,53:00.0,Tubing,0,144,19.24,2.37,Vertical,,123,142.169811,19.169811,110.55042,74.285714,184.836134,1.04,SLICK_SINKER_BARS,FALSE,98.96,98.96,98.96,0,10039.5,1.5
168-95-7575,00:00.0,00:00.0,09:00.0,Tubing,0,144,4.13,2.47,Vertical,,103.621256,191.413693,87.792437,100.111184,22.663518,122.796524,,SLICK_SINKER_BARS,FALSE,113.83,113.83,113.83,0,10235.9,1.5
669-70-0374,00:00.0,00:00.0,38:00.0,Tubing,0,144,0,5.51,LowTangent,65.417581,103.245836,151.622457,46.475068,65.47619,83.261905,148.738095,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,,,,0,9479.4,1.75
550-59-4100,00:00.0,45:00.0,00:00.0,Rods,0,144,19.1,4.33,LowTangent,60.77746,71.359919,98.515951,26.756318,36.802684,23.05493,59.857614,1.164867,SLICK_SINKER_BARS,FALSE,151.9,114.1,151.9,0,10156.3,1.5
237-05-0562,00:00.0,00:00.0,00:00.0,Tubing,0,144.0399933,20.72,2.7,Vertical,37.582245,31.367759,97.937333,61.703934,53.190972,59.784722,112.975694,1.04,SLICK_SINKER_BARS,FALSE,108.27,49.91,108.27,416.06,8975.4,1.5
023-42-4787,46:00.0,15:00.0,00:00.0,Tubing,0,144,17.1,4.75,LowTangent,56.315707,108.880753,176.588079,74.660537,147.121951,46.097561,193.219512,1.04,SLICK_SINKER_BARS,TRUE,,,,0,9943.7,1.75
523-01-4802,00:00.0,34:00.0,39:00.0,Tubing,28.7857,106.56,17.1,4,LowTangent,,182.89464,286.603545,103.708905,229.913006,62.449568,292.418786,1.04,SLICK_SINKER_BARS,FALSE,182.94,182.94,182.94,0,10017.9,1.75
674-67-8405,00:00.0,00:00.0,,,0,144,20.74,,Vertical,,58.926493,59.253791,0.327299,17.871848,4.098152,21.97,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9982.3,1.25
322-78-1517,00:00.0,00:00.0,00:00.0,Tubing,0,144.0397759,19.3,3.55,Vertical,70.278528,144.51768,173.73852,37.136818,163.96745,92.8378,256.80525,1.04,SLICK_SINKER_BARS,FALSE,349.48,349.48,349.48,0,10255,1.75
386-71-6959,00:00.0,00:00.0,38:00.0,Rods,0,168,20.73,5.22,LowTangent,60.363514,82.000727,84.025317,2.414797,49.588764,49.588764,99.177528,1.04,SLICK_SINKER_BARS,TRUE,464.37,464.37,464.37,0,9658.3,1.75
588-71-7614,30:00.0,00:00.0,00:00.0,Tubing,0,135.5975855,17.23,5.59,LowTangent,37.020432,81.84267,93.772937,4.826073,144.914545,59.110909,204.025455,1.04,SLICK_SINKER_BARS,FALSE,289.26,289.26,289.26,0,10080.5,1.75
869-15-5168,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,168.2599945,20.03,8.86,LowTangent,74.064692,224.143048,402.873762,177.880047,145.315094,101.891981,247.207075,1.19,UNKNOWN,TRUE,,,,127.82,9444.2,1.75
252-05-9851,30:00.0,00:00.0,00:00.0,Sucker Rod Pump,325,166.1827106,17.15,14.52,HighTangent,60.543125,308.545748,14.320649,-292.690117,187.625581,203.746512,391.372093,1.04,SUCKER_RODS_W_GUIDES,TRUE,319.64,309.71,1.45,0,7994.9,2
631-20-5963,00:00.0,00:00.0,,,0,168,20.75,2.63,Vertical,,51.05879,57.020093,4.36707,41.152507,3.121934,44.269395,1.2,SLICK_SINKER_BARS,FALSE,,,,0,8752.7,1.5
867-83-2851,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,40.8,7.03,LowTangent,,,,,,,,,SLICK_SINKER_BARS,FALSE,,,,0,8655.3,1.75
276-59-8249,00:00.0,30:00.0,00:00.0,Tubing,0,144.1999969,20.73,3.16,Vertical,51.687134,131.54261,61.583995,-66.374754,27.70644,13.964216,41.670656,1.04,SLICK_SINKER_BARS,FALSE,74.1,74.1,74.1,63.88,10642.5,1.25
639-91-8934,00:00.0,37:11.3,,,0,168,17.27,1.6,Vertical,57.873753,69.490112,90.846247,30.360265,38.564697,21.10881,59.673506,1.04,SLICK_SINKER_BARS,FALSE,137.47,137.47,137.47,0,8211.3,1.5
455-41-3014,00:00.0,30:00.0,00:00.0,Tubing,0,144,17.18,1.33,Vertical,,73.993243,226.506757,152.513514,109.712838,15.929054,125.641892,1.04,SLICK_SINKER_BARS,FALSE,56.39,56.39,56.39,0,9476,1.75
361-48-8883,30:00.0,00:00.0,00:00.0,Tubing,0,144,17.11,6.11,LowTangent,62.105591,83.860046,181.616056,97.756009,200.593968,45.016241,245.610209,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9983.6,1.75
458-29-4834,00:00.0,37:11.3,,,0,144.1986619,17.08,1.93,Vertical,54.177591,105.35779,84.209773,-21.107469,27.340793,17.841165,45.181958,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,128.97,10526.2,1.5
595-43-5904,15:00.0,00:00.0,57:00.0,Rods,7,144,17.17,1.86,Vertical,50.380089,73.167719,108.910163,35.147766,41.960027,20.069822,62.029849,1.04,SLICK_SINKER_BARS,FALSE,139.42,75.4,139.42,0,9890.8,1.75
755-24-5773,45:00.0,00:00.0,06:00.0,Tubing,0,169.3999939,19.72,2.2,Vertical,,82.55287,162.791541,80.238671,111.450151,31.960725,143.410876,1.04,SLICK_SINKER_BARS,TRUE,336.65,336.65,336.65,0,10305.6,1.5
754-10-5440,00:00.0,00:00.0,,,0,144,20.71,2.7,Vertical,,47.234475,58.337983,11.103508,37.334356,4.355712,41.690068,,SLICK_SINKER_BARS,FALSE,,,,0,10344.9,1.5
454-62-7215,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,0,5.57,LowTangent,35.752308,50.68375,32.215882,-10.618824,21.555556,21.333333,42.888889,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,310.04,310.04,150.97,0,9576.4,1.75
585-79-5534,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.75,2.12,Vertical,,73.364471,75.249696,0.694726,78.55,83.919601,162.423461,,SLICK_SINKER_BARS,FALSE,276.2,276.2,276.2,0,10095.2,1.75
286-74-5172,32:00.0,00:00.0,23:00.0,Sucker Rod Pump,0,145.5,20.72,1.93,Vertical,,81.298217,114.205789,32.907572,91.551783,38.260968,129.81275,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10264.3,1.5
824-34-6769,45:00.0,00:00.0,50:00.0,Tubing,0,165.94449,20.7,32.98,OffLease,40.884016,59.461304,41.374781,-21.942087,23.241245,43.256809,66.498054,1.04,SUCKER_RODS_W_GUIDES,TRUE,,,,0,11469.8,1.5
708-57-6195,34:00.0,37:11.3,,,0,168,20.6,1.9,Vertical,64.585884,69.583407,82.683798,17.980381,55.322861,23.480109,78.80297,1.2,SUCKER_RODS_W_GUIDES,FALSE,145,90.69,145,130.24,9813.3,1.5
121-78-4988,00:00.0,37:11.3,,,0,144.0399933,19.25,2.1,Vertical,63.005,77.179063,127.698182,65.76697,59.863333,49.662121,109.525455,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9786.6,1.5
583-37-4276,11:00.0,30:00.0,05:00.0,Sucker Rod Pump,0,144,17.36,4.75,LowTangent,66.633537,89.563015,100.997025,11.26771,85.14496,43.114711,128.259672,1.04,SLICK_SINKER_BARS,FALSE,,,,0,10367.9,1.75
122-72-7260,00:00.0,00:00.0,,,0,144,20.75,1.67,Vertical,,66.309827,66.857232,0.547405,63.291488,20.544221,83.835709,,SLICK_SINKER_BARS,FALSE,62.14,62.14,62.14,0,9919,1.5
834-32-1633,00:00.0,37:11.3,,,0,144,19.82,6.59,LowTangent,66.122857,67.55961,81.632987,9.767949,56.286667,19.906923,76.19359,1.04,SUCKER_RODS_W_GUIDES,TRUE,278.02,278.02,191.61,129.92,9517.5,1.75
581-90-8996,45:00.0,00:00.0,,,0,144,19.22,4.09,LowTangent,62.346653,92.51434,105.903478,13.703043,59.572754,14.984844,74.557598,1.04,SINKER_BARS_W_GUIDED_SUBS,FALSE,230.74,230.74,230.74,126.7,9531.9,1.75
644-22-5366,00:00.0,37:11.3,,,0,169.4299927,17.14,6.23,LowTangent,41.907174,94.690435,112.358824,-60.657609,43.177826,23.086522,66.264348,,SLICK_SINKER_BARS,TRUE,439.9,439.9,178.94,130.74,9088.6,1.5
600-97-4901,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,143.6999969,17.12,1.88,Vertical,,72.273504,158.752137,86.478632,40.512821,57.213675,97.726496,1.04,SLICK_SINKER_BARS,FALSE,103.5,56.69,103.5,191.65,10107.1,1.5
006-40-5581,00:00.0,37:11.3,,,0,112,19.11,3.23,LowTangent,41.539564,41.49975,42.353776,0.740721,15.366924,2.183111,17.550034,1.2,SLICK_SINKER_BARS,FALSE,,,,0,9192.5,1.5
697-55-1185,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.91,1.63,Vertical,,0,0,0,55.901028,5.932231,61.833258,,SLICK_SINKER_BARS,FALSE,,,,0,8292.8,1.5
627-41-0663,00:00.0,37:11.3,,,0,144,20.69,5.17,LowTangent,64.814656,70.268365,78.71289,9.647348,48.668712,59.193674,107.862386,1.04,SLICK_SINKER_BARS,FALSE,,,,130.97,10140.4,1.5
799-51-2521,30:00.0,37:11.3,,,0,144,17.13,2.92,Vertical,63.223646,65.926809,92.549593,26.491615,53.597185,27.716592,81.313777,1.04,SLICK_SINKER_BARS,FALSE,215.76,215.76,215.76,0,9893.3,1.75
202-88-8081,30:00.0,45:00.0,,,0,144,2.93,1.38,Vertical,58.922339,93.837706,36.760091,-85.204064,125.552511,42.009132,167.561644,1.2,SLICK_SINKER_BARS,FALSE,194.69,194.69,194.69,377.01,10443.8,1.75
009-06-3983,30:00.0,00:00.0,00:00.0,Tubing,0,144,20.75,5.59,LowTangent,,91.63369,244.268667,152.634977,116.164341,21.146667,137.311008,,SLICK_SINKER_BARS,FALSE,180.44,180.44,180.44,0,9866.5,Other
606-53-9109,00:00.0,30:00.0,00:00.0,Tubing,0,144,20.02,6.45,LowTangent,50.309824,68.306303,84.608987,14.324749,53.427441,34.48285,87.91029,1.04,SLICK_SINKER_BARS,TRUE,234.96,234.96,234.96,110,9729.8,1.75
833-08-7434,00:00.0,00:00.0,,,0,144,17.11,6.86,LowTangent,,136.466875,19.982708,-116.484167,140.458333,46.104167,186.5625,,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9993.8,1.75
697-55-1185,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,40.52,1.63,Vertical,,0,0,0,25.602941,3.404658,28.970277,,SLICK_SINKER_BARS,FALSE,,,,0,8319.6,1.75
500-66-4618,00:00.0,00:00.0,00:00.0,Tubing,0,145.5,17.18,1.52,Vertical,,70.471354,142.260417,71.789063,84.743326,32.507187,117.250513,1.04,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,9497,1.75
606-50-4194,00:00.0,00:00.0,46:00.0,Tubing,0,144,17.26,5.89,LowTangent,23.805,96.491535,162.756931,66.265396,118.425743,28.69802,147.123762,1.04,SLICK_SINKER_BARS,FALSE,306.62,306.62,306.62,0,10062.2,1.75
610-57-8742,00:00.0,15:00.0,00:00.0,Tubing,0,144,19.23,2.37,Vertical,,52.783784,104.220077,51.436293,84.583012,44.683398,129.266409,1.04,SLICK_SINKER_BARS,FALSE,70.37,70.37,70.37,0,10061.6,1.5
165-35-2102,00:00.0,37:11.3,,,0,144,19.26,1.9,Vertical,71.762027,87.869726,85.534835,-2.825527,64.914295,18.00104,82.915335,1.156229,SUCKER_RODS_W_GUIDES,FALSE,174.29,174.29,174.29,126.95,10213.5,1.75
276-59-8249,00:00.0,00:00.0,00:00.0,Tubing,0,144,20.73,3.16,Vertical,,105.756178,112.793694,7.037516,70.785897,34.085096,105.088462,,SLICK_SINKER_BARS,FALSE,79.98,52.8,79.98,0,10648.4,1.5
612-47-4469,00:00.0,00:00.0,00:00.0,Sucker Rod Pump,0,144,20.74,2.4,Vertical,,0,0,0,24.462917,4.606823,29.06974,,SLICK_SINKER_BARS,FALSE,65.08,65.08,65.08,0,9110.1,1.25
748-98-4694,00:00.0,37:11.3,,,0,144.0399933,17.15,,Vertical,45.005306,44.1624,47.777451,19.168431,29.443725,18.965686,48.409412,1.19,SLICK_SINKER_BARS,FALSE,260.84,260.84,260.84,0,9373.9,1.75
588-71-7614,00:00.0,59:00.0,00:00.0,Tubing,0,144.0399933,17.51,5.59,LowTangent,63.509977,73.623839,92.699655,18.865708,102.477169,56.573059,159.050228,1.04,SLICK_SINKER_BARS,FALSE,244.95,244.95,244.95,0,9977.2,1.5
191-42-6340,53:00.0,00:00.0,00:00.0,Tubing,0,144,0,1.42,Vertical,,68.707317,95.411585,26.704268,102.692073,32.060976,134.753049,1.04,SLICK_SINKER_BARS,FALSE,61.5,61.5,61.5,0,9821.5,1.5
887-29-8974,00:00.0,00:00.0,40:00.0,Tubing,0,144,17.15,14.37,HighTangent,57.930836,76.472773,92.863385,18.916533,76.556902,24.540828,101.09773,1.04,SLICK_SINKER_BARS,TRUE,300.04,300.04,89.53,127.09,10077,1.75
837-05-2257,00:00.0,37:11.3,,,0,169.4299927,0,6.42,LowTangent,69.675671,78.416076,78.553646,0.13757,62.768076,54.633418,117.401494,1.04,SLICK_SINKER_BARS,TRUE,219.29,219.29,219.29,456.99,9809.5,2
508-52-5837,20:00.0,37:11.3,,,0,144,20.06,3.07,Vertical,30.824007,29.265047,51.094429,21.864372,8.155244,0.909399,9.062537,1.2,SINKER_BARS_W_GUIDED_SUBS,TRUE,,,,0,8851,1.5
494-46-6738,00:00.0,00:00.0,35:00.0,Tubing,0,144,0,8.64,LowTangent,,176.587957,293.411585,116.823628,136.359756,104.017165,240.376921,1.04,SLICK_SINKER_BARS,FALSE,238.08,238.08,238.08,0,10458.6,1.5
562-45-5122,00:00.0,50:00.0,21:00.0,Tubing,0,144,20.74,1.41,Vertical,,60.133038,49.719987,-11.136578,85.53504,51.246852,136.968977,,SLICK_SINKER_BARS,FALSE,92.63,92.63,92.63,0,9834.1,1.75
